Date,Order,Num-Forecast,neg_ASEAN,pos_ASEAN,neu_ASEAN,Topic_probability_ASEAN,Topic-wise_Values_ASEAN,tsf_lr_neg_ASEAN,tsf_lr_neu_ASEAN,tsf_lr_pos_ASEAN,neg_technology,pos_technology,neu_technology,Topic_probability_technology,Topic-wise_Values_technology,tsf_lr_neg_technology,tsf_lr_neu_technology,tsf_lr_pos_technology,neg_fuel,pos_fuel,neu_fuel,Topic_probability_fuel,Topic-wise_Values_fuel,tsf_lr_neg_fuel,tsf_lr_neu_fuel,tsf_lr_pos_fuel,neg_stock,pos_stock,neu_stock,Topic_probability_stock,Topic-wise_Values_stock,tsf_lr_neg_stock,tsf_lr_neu_stock,tsf_lr_pos_stock,neg_market,pos_market,neu_market,Topic_probability_market,Topic-wise_Values_market,tsf_lr_neg_market,tsf_lr_neu_market,tsf_lr_pos_market,neg_Equipment,pos_Equipment,neu_Equipment,Topic_probability_Equipment,Topic-wise_Values_Equipment,tsf_lr_neg_Equipment,tsf_lr_neu_Equipment,tsf_lr_pos_Equipment
2020-10,540.2587132,531.3,0.0886656,0.7958653,0.016481189,0.7144382,0.223358494,1.51E-05,4.49E-05,0.99989036,0.20994908,0.7006039,0.01392637,0.695706606,0.138177552,0.000434131,0.000151255,0.99836656,0.14233664,0.761576885,0.014328512,0.666408748,0.214726078,6.86E-05,5.38E-05,0.999705455,0.13670766,0.47826132,0.021447869,0.747093797,0.141350688,6.85E-05,0.000163332,0.400590376,0.71807275,0.24136655,0.024129003,0.728581518,0.136673083,0.998923165,0.000113268,0.00033054,0.81568706,0.17712696,0.007186139,0.452673316,0.266931499,0.999896335,6.65E-05,3.72E-05
2020-11,478.1792523,470.89,0.194830335,0.634620025,0.020829727,0.635457546,0.161802523,0.000313197,0.000585169,0.979491297,0.16266748,0.6810849,0.016648462,0.684907258,0.165022295,0.000199054,0.000132673,0.997039108,0.13342266,0.8184327,0.015903162,0.628971219,0.241007481,2.37E-05,2.65E-05,0.999934944,0.18122317,0.6827601,0.019723225,0.792911828,0.089520424,6.56E-05,0.000103498,0.998076167,0.13432407,0.60523546,0.012121864,0.727442086,0.112086021,0.000277939,0.0001933,0.984172838,,,,,,,,
2020-12,505.2890324,495.27,0.18366073,0.62608486,0.012639025,0.563489676,0.215943692,7.83E-05,4.66E-05,0.986433529,0.14882813,0.6260115,0.016901195,0.673196018,0.135217811,0.000443904,0.000132673,0.980195694,0.11926832,0.67011322,0.02033544,0.637453139,0.189377514,0.000133391,0.000138817,0.995938705,0.18264121,0.5199322,0.013419741,0.762418449,0.107111606,0.00022912,0.000171546,0.710276009,0.141607625,0.62648219,0.014545866,0.795412511,0.077843298,0.000310236,0.000695054,0.988032966,,,,,,,,
2021-01,512.2768875,505.11,0.236646545,0.622281075,0.013774079,0.588728577,0.212078486,0.000453865,5.46E-05,0.982073812,0.185607795,0.526795635,0.013282876,0.664958984,0.154625517,0.000250892,0.000111713,0.650046537,0.10463651,0.75761265,0.017013315,0.649987817,0.245136507,2.60E-05,3.69E-05,0.999707948,0.172593705,0.56652075,0.014414504,0.846792519,0.105656626,0.000128662,0.000180226,0.924447403,0.26023054,0.6687139,0.01734907,0.784466982,0.152722155,0.000705633,6.18E-05,0.995012883,0.086997166,0.89687573,0.016127166,0.372481138,0.284036855,4.00E-06,1.19E-05,0.999984151
2021-02,528.7909221,521.42,0.07804234,0.6079721,0.02450112,0.556722939,0.223318097,4.25E-05,0.000149973,0.978098625,0.26548955,0.6700964,0.011427716,0.632171988,0.128700454,0.000598994,0.000103625,0.995805774,0.14354718,0.8118524,0.012916733,0.692827761,0.234951868,3.71E-05,2.90E-05,0.999923839,0.16874218,0.42126715,0.016646378,0.840009153,0.113697073,7.40E-05,0.000226061,0.283489705,0.15881253,0.68912944,0.011143672,0.743730843,0.155744911,0.00014807,0.000101869,0.99481825,,,,,,,,
2021-03,527.2156543,519.56,0.3315613,0.4221055,0.03485566,0.613818526,0.170379049,0.021389811,0.000395059,0.24334374,0.16365086,0.71199228,0.014766502,0.716468334,0.161165471,0.00010367,5.83E-05,0.99905825,0.12779538,0.80617105,0.012812906,0.651267439,0.242685536,2.81E-05,2.60E-05,0.999894337,0.13946356,0.48233056,0.018244686,0.766155094,0.150694268,5.25E-05,5.34E-05,0.44383235,0.10379431,0.65076786,0.011648908,0.706257761,0.175225928,0.00011505,5.11E-05,0.992081277,0.55309695,0.054084517,0.39281854,0.368013978,0.107064689,0.916723291,0.083107445,0.000169265
2021-04,568.2280569,559.23,0.06735148,0.789395085,0.020235134,0.531593978,0.237196431,2.59E-05,6.57E-05,0.99986823,0.16486636,0.71331906,0.012591396,0.644125819,0.155683493,4.61E-05,4.80E-05,0.998915169,0.15745566,0.740805,0.010445357,0.612104535,0.17478135,0.000223055,0.000123469,0.999509888,0.17605257,0.44278529,0.015165281,0.730490268,0.09044718,8.55E-05,0.000274724,0.466535197,0.10118422,0.7060389,0.023434374,0.690018356,0.178154631,3.65E-05,7.12E-05,0.998825636,,,,,,,,
2021-05,630.3448146,621.21,0.10288495,0.5662997,0.020160051,0.517852008,0.189983524,5.27E-05,0.000226069,0.905281436,0.135869155,0.49393449,0.013269003,0.689342589,0.155324393,0.000142601,0.000116988,0.555993821,0.15301956,0.7536569,0.013773098,0.614677668,0.222512273,4.45E-05,4.61E-05,0.999667855,0.14913644,0.5173564,0.016340679,0.752604306,0.109131276,0.000160305,0.000184458,0.710276009,0.17829614,0.5896134,0.014915993,0.801489979,0.146358102,0.000235636,9.76E-05,0.953016593,0.402986335,0.57077618,0.009248692,0.482562945,0.19388539,0.458568883,0.000105227,0.528267123
2021-06,561.3762161,554.48,0.298882765,0.357742845,0.013271844,0.538756609,0.214717117,0.010623693,5.94E-05,0.019809069,0.18573692,0.50146514,0.016523557,0.704360962,0.150786223,0.00030182,0.000113656,0.800799618,0.14868414,0.7075482,0.014950913,0.676516891,0.227768725,3.98E-05,4.28E-05,0.997847129,0.11943692,0.524505195,0.020310346,0.722159505,0.122430208,9.66E-05,0.000147242,0.7346157,0.15102191,0.7900551,0.013375265,0.745222986,0.171768715,5.61E-05,2.76E-05,0.999862901,,,,,,,,
2021-07,746.8983236,735.02,0.09224629,0.5723473,0.014943871,0.612863481,0.22175478,4.65E-05,0.00014632,0.920491483,0.17813236,0.45904967,0.016367756,0.704694808,0.20077909,7.50E-05,5.79E-05,0.349157793,0.12071483,0.7782039,0.013888484,0.581528306,0.236581351,2.70E-05,2.86E-05,0.999798683,0.14085492,0.406315935,0.024771689,0.743629039,0.142420216,7.64E-05,0.000336443,0.064695164,0.19769101,0.53664865,0.016576408,0.722469777,0.13859608,0.000126696,6.90E-05,0.813764954,0.34212244,0.21727394,0.026441574,0.547936082,0.207683677,0.009077573,0.00097903,0.000133342
2021-08,600.1224048,591.84,0.11221699,0.58300155,0.020160051,0.610031486,0.195424198,0.000188864,0.000453196,0.942862835,0.173614605,0.6664951,0.019177712,0.69532746,0.147334434,0.000208215,0.000109638,0.997609585,0.160469685,0.7536569,0.01328662,0.665903211,0.20739221,5.78E-05,6.71E-05,0.999667855,0.181791545,0.6997625,0.015589263,0.840127051,0.118499642,8.28E-05,5.90E-05,0.998086499,0.12702818,0.59557077,0.018881573,0.823694766,0.142285778,0.00018804,0.000138464,0.967289558,,,,,,,,
2021-09,603.7876211,596.84,0.386293205,0.35452503,0.023868243,0.567032874,0.173267875,0.409317186,0.000980931,0.014674856,0.093336715,0.79604245,0.015126124,0.672173471,0.19981803,2.58E-05,3.11E-05,0.999879567,0.1066853,0.67987178,0.018828758,0.605493516,0.220827164,3.59E-05,8.30E-05,0.997098868,0.189205765,0.4337928,0.018594909,0.721006751,0.092980819,0.000461376,0.000205269,0.453986572,0.147001945,0.76475907,0.014989204,0.795773417,0.160840376,5.65E-05,4.82E-05,0.999724717,0.309264852,0.678627365,0.012107746,0.423209191,0.222942964,0.470382134,0.001071182,0.528546684
