Date,Order,neg_technology,pos_technology,neu_technology,Topic_probability_technology,Topic-wise_Values_technology,tsf_lr_neg_technology,tsf_lr_neu_technology,tsf_lr_pos_technology,neg_semiconductor,pos_semiconductor,neu_semiconductor,Topic_probability_semiconductor,Topic-wise_Values_semiconductor,tsf_lr_neg_semiconductor,tsf_lr_neu_semiconductor,tsf_lr_pos_semiconductor,neg_energy,pos_energy,neu_energy,Topic_probability_energy,Topic-wise_Values_energy,tsf_lr_neg_energy,tsf_lr_neu_energy,tsf_lr_pos_energy,neg_market,pos_market,neu_market,Topic_probability_market,Topic-wise_Values_market,tsf_lr_neg_market,tsf_lr_neu_market,tsf_lr_pos_market
1/2/2020 0:00,455.72,0.011141452,0.307815,0.14081134,0.695626336,0.307265467,3.82E-05,4.37E-05,0.007125568,0.010647526,0.166955125,0.153766805,0.630813495,0.261770883,5.33E-05,2.55E-05,0.00150872,0.015004541,0.069252556,0.77045785,0.521665523,0.250985346,0.000144817,0.999790869,5.58E-05,0.8713486,0.006519217,0.1156934,0.613529517,0.314945562,0.999679476,6.51E-06,0.000280427
1/3/2020 0:00,499.88,0.009752326,0.17855616,0.4252661,0.647775954,0.326094529,4.36E-05,0.272103975,0.001002256,0.013081974,0.141799175,0.255277245,0.632519719,0.266413573,4.26E-05,0.001157051,0.001335274,0.006228924,0.91177695,0.081994148,0.601516111,0.310278691,1.85E-05,1.90E-06,0.999971368,0.00753951,0.88631856,0.10614194,0.593112346,0.323837502,3.04E-05,5.21E-06,0.999964348
1/4/2020 0:00,653.61,0.016109617,0.15187507,0.194956355,0.588597683,0.312163108,0.000173537,0.000146487,0.00143229,0.02631537,0.04446617,0.22574486,0.608777749,0.255453721,6.88E-05,0.000579189,0.000220777,0.035038985,0.11650936,0.09643281,0.570796322,0.287012592,0.000145724,1.25E-05,0.001955025,0.009428556,0.199450309,0.36555551,0.676094652,0.285285598,0.000181982,0.378263521,0.003763806
1/5/2020 0:00,554.73,0.017443934,0.13004403,0.35690317,0.604234286,0.313144642,6.44E-05,0.014735199,0.000524013,0.010784689,0.39374447,0.12852348,0.647855905,0.271089431,0.000113167,1.53E-05,0.026052725,0.012077642,0.43022184,0.22147441,0.510241452,0.27971065,8.34E-05,0.000223648,0.499742407,0.013382664,0.731053325,0.25238071,0.533331857,0.226828373,0.00016163,0.000565709,0.999184879
1/6/2020 0:00,612.98,0.010682744,0.73225735,0.15017654,0.600492473,0.315940875,5.20E-05,2.07E-05,0.998255036,0.007750358,0.21004898,0.127297225,0.613016985,0.280163452,3.74E-05,2.11E-05,0.00217105,0.007655843,0.20722926,0.52120793,0.546267251,0.280883216,9.96E-05,0.661335804,0.001144302,0.59195163,0.03981621,0.20196978,0.729913301,0.225209505,0.576576177,0.000615764,0.001678361
1/7/2020 0:00,616.44,0.010506959,0.74131256,0.2453481,0.67550385,0.306915902,3.44E-05,0.00044772,0.999201422,0.009581724,0.42606372,0.2146266,0.603728884,0.246003618,0.000114787,0.000181097,0.07379085,0.011327235,0.48352537,0.347460345,0.565140307,0.277167341,2.50E-05,0.421700734,0.504024657,0.011757571,0.07495381,0.6544362,0.625565659,0.256523771,0.000180932,0.994262227,0.000129455
1/8/2020 0:00,629.4,0.013219406,0.24200058,0.45503002,0.678369317,0.309968154,2.64E-05,0.359961619,0.0006044,0.01052852,0.17764413,0.15304236,0.558741887,0.274345962,3.45E-05,3.70E-05,0.001818347,0.006133942,0.492450175,0.494715895,0.514852618,0.274169355,2.40E-05,0.499978565,0.499835058,0.014672814,0.01810714,0.13065408,0.762452929,0.364885846,3.64E-05,6.19E-05,0.000204471
1/9/2020 0:00,624.13,0.034784316,0.14649784,0.265695215,0.646426308,0.31234498,0.000240183,0.002618135,0.002467077,0.011926838,0.32579025,0.138439015,0.545143937,0.281293006,4.34E-05,3.02E-05,0.041382105,0.051811869,0.09038591,0.31180968,0.501798023,0.276405329,3.01E-05,0.231326297,0.000288903,0.07548535,0.029269543,0.7923095,0.585680572,0.307169946,1.34E-05,0.999911602,9.52E-06
1/10/2020 0:00,567.18,0.008509954,0.76833135,0.10450799,0.659272193,0.346708155,3.89E-05,7.41E-06,0.999444892,0.012191425,0.14295648,0.5154889,0.642354671,0.205396299,5.04E-05,0.65897725,0.000224575,0.010554707,0.76299223,0.12114678,0.66532208,0.303064442,8.46E-05,3.30E-05,0.999699088,0.03962551,0.440156783,0.21622068,0.688207087,0.302748926,3.58E-05,0.002560315,0.500542259
1/11/2020 0:00,504.49,0.008550879,0.11700202,0.32366285,0.739617894,0.326309505,6.48E-05,0.008771785,0.000995439,0.010322074,0.32580888,0.10933066,0.603995224,0.293137986,0.000200518,7.04E-06,0.00295914,0.006498185,0.22372834,0.281403345,0.540303236,0.253866056,7.79E-05,0.132875428,0.012893479,0.64973081,0.058124628,0.11362466,0.570268589,0.298867013,0.573795631,1.65E-05,0.003675958
1/12/2020 0:00,527.21,0.017287796,0.10052855,0.12064128,0.645089279,0.332121062,7.83E-05,1.52E-05,0.0001863,0.024716858,0.09381148,0.2107605,0.638849289,0.261450701,7.16E-05,0.00034457,0.000152272,0.221484325,0.072582005,0.104798323,0.536488205,0.292659871,0.06063933,5.31E-06,0.000144686,0.014635422,0.339794615,0.40262868,0.657428927,0.19431153,0.001285646,0.281051914,0.224672062
1/1/2021 0:00,539.87,0.093145112,0.032455576,0.24499812,0.641166716,0.307324862,0.000263363,0.000763455,0.000210383,0.012872744,0.07911187,0.19579503,0.680084646,0.276014382,5.51E-05,0.000226915,0.000479212,0.025411366,0.39302808,0.5123003,0.533707743,0.207945629,0.000120956,0.62683186,0.079893421,0.229709885,0.025699417,0.744184,0.878727114,0.312875716,0.0262796,0.973135398,0.000324572
1/2/2021 0:00,558.52,0.015379183,0.09627752,0.47402416,0.599461527,0.297747302,0.000102706,0.377206269,0.00016273,0.010566488,0.6401694,0.18089367,0.630541806,0.234791337,0.000120231,8.52E-05,0.98945752,0.018896367,0.094064912,0.47867349,0.568098246,0.282100543,6.47E-05,0.436000437,0.000363131,0.03654375,0.053908255,0.46875212,0.451516187,0.328270069,1.21E-05,0.503369602,0.004479425
1/3/2021 0:00,556.26,0.013906514,0.121868185,0.5318614,0.622012684,0.305094753,6.77E-05,0.77054554,0.000836386,0.008504642,0.13971143,0.261195345,0.623856193,0.275576398,3.28E-05,0.013808956,0.000169352,0.007217112,0.74780342,0.135947237,0.629942833,0.248853297,3.21E-05,1.31E-05,0.99731725,0.010763763,0.57004249,0.419193815,0.655038372,0.253543949,9.23E-05,0.487114353,0.512549609
1/4/2021 0:00,595.73,0.010625744,0.08154375,0.15418614,0.67909803,0.334447613,0.000148973,2.19E-05,0.003028559,0.014027333,0.13679707,0.41950795,0.590564199,0.241862022,7.73E-05,0.193888533,0.000296272,0.04288671,0.06966646,0.6210933,0.546234841,0.26802261,4.42E-05,0.989243184,0.000157136,0.014767502,0.62318474,0.2854731,0.714096784,0.236641692,0.000359449,0.001669075,0.982344637
1/5/2021 0:00,664.86,0.00917124,0.78129494,0.1469752,0.621451184,0.325202621,4.36E-05,1.69E-05,0.999690429,0.012765634,0.092186496,0.70717317,0.61835141,0.277007637,3.04E-05,0.999185455,5.56E-05,0.01134798,0.523350385,0.297435255,0.572596952,0.184885032,0.000179275,0.01199566,0.502760283,0.023291443,0.048767194,0.49178135,0.633421456,0.260940619,0.000305887,0.553458776,0.000356913
1/6/2021 0:00,589.77,0.012306088,0.09120789,0.60013664,0.713843116,0.340027953,2.17E-05,0.970458071,0.000100336,0.011998122,0.11598496,0.39684072,0.604394942,0.28041466,2.92E-05,0.045944074,0.000359688,0.012355749,0.31069767,0.21528746,0.528190229,0.299521086,0.00012797,0.000442897,0.004097057,0.010281891,0.3985969,0.36798006,0.585548591,0.24657665,3.67E-05,0.039856852,0.042723411
1/7/2021 0:00,785.95,0.009067271,0.8158676,0.14461907,0.590357177,0.306938998,5.46E-05,2.69E-05,0.999834579,0.008597008,0.18088582,0.38737017,0.570793186,0.256862715,3.25E-05,0.287371284,0.000302334,0.010503365,0.378588705,0.4737629,0.691454447,0.241529221,5.04E-05,0.493177262,0.035094346,0.017575339,0.298331025,0.30105819,0.651011008,0.285001995,0.000954337,0.171287542,0.041090939
1/8/2021 0:00,629.9,0.008415202,0.75455258,0.21717941,0.644961285,0.322926658,3.81E-05,0.00018301,0.999443542,0.01050223,0.236128035,0.53693175,0.583404098,0.20520906,8.55E-05,0.821607241,0.000700121,0.008733479,0.110321248,0.519962965,0.59027825,0.287104647,1.63E-05,0.501628715,0.000267998,0.380332245,0.044787543,0.19316762,0.716980603,0.298656366,0.109873782,0.00061367,0.001470786
1/9/2021 0:00,636.45,0.010105918,0.27590752,0.20202765,0.625692354,0.32253064,4.76E-05,0.000108386,0.00228491,0.008159112,0.8042398,0.17597395,0.587519881,0.256216293,5.19E-05,5.03E-05,0.999760114,0.012813317,0.33541843,0.29982996,0.562925206,0.278940744,2.08E-05,0.002037694,0.007024474,0.00798101,0.12642094,0.2661008,0.673936281,0.319924296,2.57E-05,0.002125869,0.001583214
1/10/2021 0:00,687.08,0.00623564,0.78269332,0.13573985,0.609740372,0.345898225,2.92E-05,1.28E-05,0.999667896,0.008061544,0.34490773,0.23345844,0.628488721,0.273441091,3.47E-05,0.000809282,0.013198257,0.007473753,0.82496631,0.143656915,0.61266437,0.287095614,3.33E-05,2.59E-05,0.999911913,0.012853505,0.713261,0.135820092,0.521963376,0.320141596,2.36E-05,3.74E-05,0.998349237
1/11/2021 0:00,637.38,0.008116757,0.73964505,0.15228815,0.598460766,0.323865823,6.35E-05,2.58E-05,0.999202874,0.009310993,0.5890181,0.16479549,0.647610215,0.264212339,5.12E-05,4.24E-05,0.933112926,0.010179762,0.31091318,0.43658423,0.627684776,0.249400949,6.45E-05,0.127255101,0.003017657,0.009595244,0.8257525,0.16364215,0.6252476,0.286999718,4.84E-05,3.14E-05,0.999887711
1/12/2021 0:00,674.23,0.009785445,0.6291135,0.24049579,0.74522538,0.329731529,5.02E-05,0.000772473,0.982520097,0.008944736,0.3082451,0.2102308,0.667884023,0.264478745,2.59E-05,0.000346635,0.002490805,0.01017048,0.23465675,0.36340907,0.483118371,0.253118216,5.09E-05,0.033312576,0.002485095,0.011200087,0.24182011,0.7564087,0.558296255,0.231801848,3.75E-05,0.999750523,0.000217151
1/1/2022 0:00,649,0.00868255,0.812621,0.14671326,0.670734796,0.326930544,3.59E-05,2.46E-05,0.999859256,0.014284947,0.22279248,0.26924083,0.649588771,0.218550296,0.000277939,0.000976922,0.002272199,0.006966074,0.6426613,0.17739642,0.520534189,0.270343325,0.000112069,6.72E-05,0.992490292,0.022487031,0.045541506,0.75296795,0.615911922,0.309990493,3.27E-05,0.999772204,0.000150458
1/2/2022 0:00,663.87,0.008695752,0.18125341,0.5438318,0.668286459,0.313208084,3.34E-05,0.848713444,0.000529149,0.009852944,0.33819064,0.20312537,0.551794077,0.243760372,7.09E-05,0.000124924,0.005755138,0.04105542,0.27717796,0.17326592,0.537123149,0.269751235,0.000964665,8.72E-05,0.004518562,0.007938168,0.27659097,0.1620305,0.785326884,0.331861796,5.65E-05,3.37E-05,0.000849513
1/3/2022 0:00,795.02,0.011023934,0.14594808,0.29118134,0.644055621,0.324850923,4.14E-05,0.006717847,0.000855718,0.00848774,0.1357628,0.5665853,0.610174614,0.273261302,2.16E-05,0.920836266,0.00025136,0.005468697,0.17877994,0.25364908,0.559435071,0.266945285,2.67E-05,0.002028788,0.000825105,0.006438101,0.6832458,0.14478283,0.657990408,0.3334789,4.17E-05,1.58E-05,0.997055241
1/4/2022 0:00,650.28,0.007936969,0.611171975,0.2085478,0.63732271,0.326982244,4.04E-05,0.000160647,0.954318013,0.008598206,0.27227882,0.35626355,0.609245422,0.274307563,4.05E-05,0.031997762,0.003678872,0.009499067,0.473404422,0.120638897,0.572053251,0.292073595,2.09E-05,1.22E-05,0.500819841,0.005507513,0.90885115,0.08478367,0.552342955,0.335107986,2.10E-05,2.62E-06,0.999974944
1/5/2022 0:00,667.06,0.00766913,0.288385275,0.20255324,0.678869275,0.346280829,2.70E-05,0.000152005,0.003860272,0.009890683,0.35828935,0.34198448,0.644130246,0.270015786,4.52E-05,0.014245635,0.026691386,0.008275953,0.54045564,0.19504096,0.598558343,0.285343688,3.60E-05,6.05E-05,0.818150905,0.009712086,0.2552577,0.20235023,0.49970202,0.302640002,6.68E-05,0.0003529,0.000633585
1/6/2022 0:00,817.35,0.008639749,0.7009065,0.138964255,0.631612546,0.331320181,3.60E-05,1.80E-05,0.992480962,0.008392487,0.8223206,0.147180075,0.626653381,0.256783317,4.82E-05,2.26E-05,0.999858258,0.027118018,0.071826788,0.293182685,0.570961251,0.279235108,1.77E-05,0.003146752,0.00094263,0.006723677,0.8487048,0.141743065,0.658796858,0.303988365,1.83E-05,1.68E-05,0.999927367
1/7/2022 0:00,783.67,0.01026822,0.356326755,0.17295266,0.682531076,0.305834839,7.24E-05,4.88E-05,0.10348449,0.00853049,0.67599977,0.16702892,0.632963766,0.272193834,4.02E-05,4.47E-05,0.995496671,0.010419456,0.41001954,0.14198526,0.629393949,0.307565068,1.75E-05,2.40E-05,0.500593971,0.010590968,0.7602184,0.19154403,0.50618047,0.270535445,7.42E-05,0.000108339,0.999533959
1/8/2022 0:00,688.72,0.009206402,0.19064596,0.252277465,0.679568624,0.327854129,3.03E-05,0.000794627,0.001329279,0.009141149,0.592631165,0.200017355,0.623726245,0.260965798,4.93E-05,0.000128899,0.918198427,0.005896071,0.6127389,0.15312266,0.555138708,0.305248196,2.24E-05,2.06E-05,0.976869077,0.007678952,0.6307593,0.20827483,0.722442437,0.306511497,5.75E-05,0.00014163,0.985516403
1/9/2022 0:00,814.57,0.011940348,0.303631705,0.18650422,0.598937865,0.315147397,7.88E-05,8.20E-05,0.004588375,0.010509715,0.6349819,0.2190597,0.636012589,0.246639572,5.88E-05,0.00020272,0.984452339,0.008583475,0.20848982,0.31679943,0.599942599,0.297601299,2.41E-05,0.003237207,0.000816518,0.006834535,0.88949025,0.10313283,0.559323529,0.323177273,2.81E-05,4.72E-06,0.999961639
1/10/2022 0:00,853.16,0.009223344,0.408745455,0.214499125,0.733363158,0.331955018,4.95E-05,0.000204838,0.048209647,0.008360673,0.7733758,0.16229449,0.674314128,0.277620888,3.69E-05,4.65E-05,0.999598666,0.004768837,0.39039761,0.289012835,0.696869509,0.302710097,1.49E-05,0.006672698,0.03970676,0.008905607,0.437304,0.15828471,0.629196026,0.305848185,2.20E-05,0.000188196,0.137792941
1/11/2022 0:00,768.99,0.011218747,0.646670965,0.27520564,0.657736083,0.298995504,8.36E-05,0.001113415,0.988629266,0.009492066,0.71610725,0.1716984,0.641867697,0.258822355,4.96E-05,5.02E-05,0.998656255,0.007408615,0.13248783,0.57296133,0.569147289,0.295237274,3.42E-05,0.904316398,0.000179181,0.009141357,0.824318795,0.12156608,0.611929482,0.318725274,3.23E-05,2.02E-05,0.999871907
1/12/2022 0:00,737.45,0.009368654,0.6761628,0.14153165,0.640019133,0.322554861,4.45E-05,2.16E-05,0.995300302,0.011078556,0.129528585,0.24464922,0.638547764,0.258899306,3.56E-05,0.000915142,0.000381641,0.010344508,0.2298648,0.24755788,0.580274061,0.268358615,6.19E-05,0.00039199,0.002239602,0.007183005,0.590547775,0.191168965,0.557970517,0.338090182,2.59E-05,0.000763708,0.907032737
1/1/2023 0:00,744.19,0.007869787,0.626378385,0.16362746,0.609345992,0.326252395,3.84E-05,3.42E-05,0.972166017,0.010264888,0.62720436,0.12605372,0.622312949,0.274281666,5.48E-05,1.13E-05,0.982226694,0.008441471,0.802732035,0.15234143,0.575601808,0.260429578,3.91E-05,1.36E-05,0.99985603,0.008858053,0.21324364,0.194060225,0.646668412,0.308056149,2.41E-05,0.000489599,0.001044815
1/2/2023 0:00,645.73,0.007941214,0.78677887,0.15432458,0.643274052,0.341235895,2.79E-05,2.74E-05,0.999714505,0.007757889,0.52492724,0.18575079,0.596576973,0.25966063,4.02E-05,0.000101942,0.567906089,0.007980713,0.53143652,0.157004915,0.561335245,0.29875249,3.79E-05,3.18E-05,0.529844227,0.009415125,0.412196265,0.197816115,0.603859661,0.290378155,3.80E-05,0.000123084,0.125603867
1/3/2023 0:00,749.46,0.00806592,0.5465784,0.27163678,0.63292783,0.326980103,3.25E-05,0.002611793,0.793749612,0.008184479,0.6405335,0.21164851,0.632164437,0.265001093,3.85E-05,0.000146634,0.985794298,0.011581609,0.30502683,0.22131658,0.602959236,0.253721576,2.40E-05,0.000296995,0.007569481,0.005349358,0.6619386,0.113697305,0.658068299,0.354618899,1.47E-05,7.13E-06,0.993806663
1/4/2023 0:00,638.83,0.007940843,0.40063569,0.26267721,0.656923152,0.327132343,3.65E-05,0.001349097,0.061506471,0.00865446,0.69020486,0.16799428,0.666620312,0.266494264,4.37E-05,5.18E-05,0.996588451,0.008718488,0.29919666,0.16152753,0.58154888,0.301701379,2.18E-05,2.31E-05,0.00433069,0.010762621,0.77281016,0.16015182,0.639960659,0.302205201,4.65E-05,6.68E-05,0.999685823
1/5/2023 0:00,675.08,0.009335876,0.33590826,0.258614215,0.614235815,0.317705573,4.15E-05,0.00126522,0.013028408,0.009367533,0.32744473,0.2238839,0.65340467,0.270677118,4.08E-05,0.000287931,0.019944615,0.009488745,0.75509065,0.15855256,0.555460989,0.275125003,3.07E-05,2.55E-05,0.999567056,0.01041857,0.1792271,0.41668397,0.668703549,0.298699174,2.86E-05,0.146708118,0.000864889
1/6/2023 0:00,660.31,0.010639402,0.41144395,0.17613272,0.642817254,0.315051636,7.10E-05,7.01E-05,0.054032608,0.008304704,0.3210007,0.21122612,0.649858988,0.278209368,3.85E-05,0.000156092,0.010881821,0.007563033,0.429561925,0.23903747,0.542714827,0.284303051,2.36E-05,0.000306334,0.133805391,0.007804383,0.26492986,0.2059704,0.616783537,0.313093317,2.87E-05,0.000275512,0.002244362
1/7/2023 0:00,693.18,0.009486966,0.2969701,0.18806798,0.665570653,0.331930585,4.13E-05,8.21E-05,0.006560049,0.008698779,0.5631382,0.17260344,0.636273149,0.262614359,4.63E-05,5.83E-05,0.862483037,0.010007723,0.29598528,0.24955302,0.543043413,0.284051119,4.78E-05,0.000766814,0.003487464,0.009507685,0.32044494,0.2574534,0.645847823,0.327209097,3.18E-05,0.000671925,0.012891872
1/8/2023 0:00,619.32,0.008432956,0.7705007,0.16743991,0.677409592,0.329205382,3.85E-05,4.62E-05,0.999646285,0.008030108,0.64583595,0.18167358,0.627199707,0.278159116,3.54E-05,7.72E-05,0.987410071,0.00896124,0.203221285,0.24832796,0.574518095,0.291834961,3.09E-05,0.001381132,0.00115791,0.007280905,0.5121996,0.19838463,0.627851184,0.325256523,1.98E-05,0.000108841,0.569824345
1/9/2023 0:00,630.71,0.007899666,0.42324233,0.18629953,0.630718579,0.323496019,3.61E-05,9.08E-05,0.095362828,0.008079656,0.579269,0.18571842,0.657232863,0.261160207,4.91E-05,8.50E-05,0.915308192,0.008402031,0.67919343,0.159474955,0.570584781,0.277125804,3.66E-05,3.23E-05,0.99535199,0.010161642,0.5749255,0.15720724,0.664945492,0.318730625,2.96E-05,3.04E-05,0.900906802
1/10/2023 0:00,638.61,0.006876524,0.20757833,0.40266186,0.634859588,0.323738288,2.44E-05,0.119207629,0.00156486,0.007087181,0.3213159,0.279951315,0.698958913,0.257076958,4.33E-05,0.002300861,0.00704148,0.007619304,0.3769858,0.383700325,0.567045331,0.249940544,3.52E-05,0.03684937,0.027622885,0.007462788,0.48290884,0.20909266,0.701910172,0.318137709,2.08E-05,0.000337567,0.343353262
1/11/2023 0:00,630.3,0.008248216,0.63934016,0.226414315,0.592573127,0.324399244,3.43E-05,0.000301224,0.986330595,0.007473867,0.7158867,0.18446267,0.650812533,0.269356257,3.43E-05,6.73E-05,0.998286995,0.009454452,0.6342419,0.17668872,0.585837724,0.266514677,3.68E-05,6.29E-05,0.987995848,0.007380899,0.69026535,0.194022545,0.709535064,0.326938423,2.12E-05,0.000106228,0.997362662
1/12/2023 0:00,604.94,0.008152502,0.67187542,0.191094725,0.599914985,0.330056139,2.82E-05,8.78E-05,0.995101653,0.008717726,0.54029485,0.21240735,0.581343404,0.267345703,3.88E-05,0.000162072,0.814637809,0.007979248,0.43880543,0.2203111,0.550402848,0.282694261,2.60E-05,0.000169773,0.143776347,0.007440958,0.403027025,0.34160704,0.644888733,0.329106624,1.65E-05,0.01013821,0.108965304
1/1/2024 0:00,640.23,0.007512431,0.62790657,0.194724865,0.623817499,0.330251575,3.30E-05,9.27E-05,0.983567104,0.008030596,0.551484985,0.226614775,0.607914666,0.259793784,3.87E-05,0.000363559,0.819621091,0.008497308,0.76229304,0.18160097,0.564260143,0.277106139,3.12E-05,7.76E-05,0.999625164,0.008301929,0.70253086,0.20081101,0.679964601,0.316947902,2.19E-05,0.000253142,0.998124302
1/2/2024 0:00,637.85,0.008155355,0.61659302,0.2132621,0.615291435,0.322263521,3.42E-05,0.000202863,0.97446219,0.008302057,0.6783014,0.2103837,0.592821927,0.273546803,3.77E-05,0.000186166,0.995430437,0.008572869,0.74802303,0.1829827,0.556027202,0.277468809,3.20E-05,7.80E-05,0.999499371,0.007391851,0.779682875,0.1595886,0.612787848,0.330228261,1.96E-05,3.03E-05,0.999745084
1/3/2024 0:00,646.88,0.008492966,0.69963264,0.19707392,0.625784742,0.329450795,3.48E-05,9.37E-05,0.997797241,0.008023679,0.76727513,0.17038015,0.609424676,0.272410236,3.85E-05,5.64E-05,0.999527427,0.007439094,0.796341535,0.15786368,0.572757652,0.292382874,2.61E-05,2.11E-05,0.999823745,0.008322424,0.777729125,0.17775627,0.680019225,0.311780024,2.72E-05,6.27E-05,0.999727481
1/4/2024 0:00,631.4,0.007654725,0.72885376,0.21138829,0.635553654,0.324889416,3.19E-05,0.000144807,0.999003737,0.007503843,0.60690025,0.195175795,0.624920844,0.275640992,3.75E-05,8.34E-05,0.959299019,0.006180105,0.8288742,0.124324,0.537470104,0.314991794,1.92E-05,8.48E-06,0.999903992,0.009634036,0.43104532,0.24553981,0.686488484,0.311112127,2.19E-05,0.000479906,0.088446216
